0,484
1,185
2,862
3,6895
4,33174
5,83400
6,17410
7,2337885
8,1551949
9,930673
10,628631
11,369329
12,167722
13,154872
14,75256
15,49592
16,6996
17,5920
18,2285
19,5039
20,4
21,13
22,5
23,12
24,4
25,13
26,1
27,3
28,3
29,3
30,1
31,0
32,0
33,1
34,0
35,2
36,0
37,2
38,0
39,6
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
