0,116
1,69
2,10957
3,2748
4,5324
5,79628
6,65611
7,119134
8,65964
9,54758
10,21218
11,21729
12,2657
13,1492
14,836
15,569
16,262
17,125
18,88
19,177
20,10
21,7
22,2
23,2
24,0
25,0
26,1
27,4
28,2
29,1
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
